Order ID,Order Date,Year,Month,Quarter,Customer Type,Region,Country,City,Category,Sub-Category,Product Name,Unit Price,Quantity,Gross Sales,Discount %,Discount Amount,Sales Revenue,Unit Cost,Total Cost,Profit,Profit Margin %,Payment Method,Order Status
ORD-2025-02595,2024-08-30,2024,2024-08,2024-Q3,Small Business,Asia Pacific,Australia,Sydney,Office Supplies,Desk Accessories,Ergonomic Keyboard & Mouse Combo,88.84,1,88.84,10.0,8.88,79.96,38.99,38.99,40.97,51.24,PayPal,Delivered
ORD-2025-03699,2024-08-30,2024,2024-08,2024-Q3,Corporate,Latin America,Mexico,Guadalajara,Software & Cloud Services,SaaS Licenses,Cloud Backup & Storage Enterprise,290.2,18,5223.6,0.0,0.0,5223.6,51.74,931.32,4292.28,82.17,Bank Transfer,Processing
ORD-2024-00520,2024-08-30,2024,2024-08,2024-Q3,Consumer,Asia Pacific,India,Mumbai,Electronics,Audio & Wearables,Noise-Canceling Wireless Headphones,245.53,2,491.06,0.0,0.0,491.06,105.54,211.08,279.98,57.02,Bank Transfer,Processing
ORD-2025-01000,2024-08-30,2024,2024-08,2024-Q3,Small Business,Middle East & Africa,South Africa,Johannesburg,Electronics,Monitors & Displays,Curved Gaming Monitor 27-inch,406.56,1,406.56,0.0,0.0,406.56,202.12,202.12,204.44,50.29,Credit Card,Cancelled
ORD-2026-04493,2024-08-30,2024,2024-08,2024-Q3,Small Business,Europe,France,Lyon,Office Supplies,Paper & Printing,Premium Copy Paper A4 Box,40.74,1,40.74,5.0,2.04,38.7,14.71,14.71,23.99,61.99,Credit Card,Shipped
ORD-2025-00304,2024-08-31,2024,2024-08,2024-Q3,Small Business,Europe,Germany,Frankfurt,Furniture,Chairs & Seating,Task Mesh Office Chair,194.92,10,1949.2,5.0,97.46,1851.74,96.98,969.8,881.94,47.63,Direct Invoice,Delivered
ORD-2026-00583,2024-08-31,2024,2024-08,2024-Q3,Small Business,Latin America,Mexico,Mexico City,Electronics,Laptops & Computers,Gaming Titan Desktop PC,2423.1,8,19384.8,0.0,0.0,19384.8,1600.43,12803.44,6581.36,33.95,Direct Invoice,Processing
ORD-2025-01315,2024-08-31,2024,2024-08,2024-Q3,Small Business,Asia Pacific,India,Mumbai,Electronics,Audio & Wearables,Smart Fitness Watch Series 5,291.26,2,582.52,0.0,0.0,582.52,152.38,304.76,277.76,47.68,PayPal,Shipped
ORD-2024-03678,2024-08-31,2024,2024-08,2024-Q3,Consumer,Latin America,Mexico,Guadalajara,Software & Cloud Services,SaaS Licenses,Business Analytics Suite (Per User),496.73,2,993.46,0.0,0.0,993.46,71.21,142.42,851.04,85.66,PayPal,Delivered
ORD-2026-02761,2024-08-31,2024,2024-08,2024-Q3,Corporate,Latin America,Mexico,Guadalajara,Apparel & Merchandise,Corporate Apparel,Weather-Proof Softshell Jacket,124.94,9,1124.46,10.0,112.45,1012.01,48.54,436.86,575.15,56.83,Direct Invoice,Delivered
ORD-2025-03489,2024-09-01,2024,2024-09,2024-Q3,Small Business,Europe,France,Paris,Furniture,Desks & Tables,Compact Home Office Writing Desk,232.35,8,1858.8,5.0,92.94,1765.86,114.0,912.0,853.86,48.35,Credit Card,Delivered
ORD-2025-01776,2024-09-01,2024,2024-09,2024-Q3,Corporate,Latin America,Brazil,São Paulo,Office Supplies,Desk Accessories,Dual Monitor Arm Stand,77.3,18,1391.4,15.0,208.71,1182.69,30.31,545.58,637.11,53.87,Direct Invoice,Processing
ORD-2025-00174,2024-09-01,2024,2024-09,2024-Q3,Corporate,Middle East & Africa,South Africa,Johannesburg,Apparel & Merchandise,Corporate Apparel,Branded Tech Backpack,72.83,5,364.15,10.0,36.41,327.74,27.73,138.65,189.09,57.7,PayPal,Shipped
ORD-2026-04997,2024-09-01,2024,2024-09,2024-Q3,Consumer,Middle East & Africa,UAE,Abu Dhabi,Software & Cloud Services,SaaS Licenses,Cloud Backup & Storage Enterprise,285.54,2,571.08,5.0,28.55,542.53,49.46,98.92,443.61,81.77,Bank Transfer,Cancelled
ORD-2024-01378,2024-09-01,2024,2024-09,2024-Q3,Corporate,Asia Pacific,India,Bangalore,Electronics,Monitors & Displays,Curved Gaming Monitor 27-inch,401.15,12,4813.8,10.0,481.38,4332.42,200.63,2407.56,1924.86,44.43,Credit Card,Delivered
ORD-2026-03480,2024-09-02,2024,2024-09,2024-Q3,Consumer,Latin America,Mexico,Mexico City,Furniture,Chairs & Seating,Task Mesh Office Chair,189.93,2,379.86,5.0,18.99,360.87,87.94,175.88,184.99,51.26,Bank Transfer,Delivered
ORD-2026-04768,2024-09-02,2024,2024-09,2024-Q3,Consumer,Asia Pacific,Australia,Melbourne,Electronics,Audio & Wearables,Noise-Canceling Wireless Headphones,261.05,2,522.1,5.0,26.11,495.99,114.11,228.22,267.77,53.99,Credit Card,Cancelled
ORD-2026-04263,2024-09-02,2024,2024-09,2024-Q3,Corporate,Middle East & Africa,South Africa,Cape Town,Software & Cloud Services,SaaS Licenses,Enterprise ERP Annual License,3487.01,16,55792.16,10.0,5579.22,50212.94,653.8,10460.8,39752.14,79.17,Direct Invoice,Processing
ORD-2025-02645,2024-09-02,2024,2024-09,2024-Q3,Corporate,Middle East & Africa,UAE,Dubai,Apparel & Merchandise,Corporate Apparel,Weather-Proof Softshell Jacket,124.28,4,497.12,5.0,24.86,472.26,51.05,204.2,268.06,56.76,Credit Card,Shipped
ORD-2024-00180,2024-09-02,2024,2024-09,2024-Q3,Small Business,Middle East & Africa,South Africa,Cape Town,Software & Cloud Services,SaaS Licenses,CyberSecurity Shield Pro Annual,920.25,4,3681.0,5.0,184.05,3496.95,198.75,795.0,2701.95,77.27,Direct Invoice,Delivered
ORD-2025-04340,2024-09-02,2024,2024-09,2024-Q3,Consumer,Europe,Germany,Munich,Office Supplies,Desk Accessories,Dual Monitor Arm Stand,79.51,2,159.02,5.0,7.95,151.07,28.41,56.82,94.25,62.39,Credit Card,Cancelled
ORD-2025-02809,2024-09-02,2024,2024-09,2024-Q3,Corporate,Middle East & Africa,South Africa,Cape Town,Apparel & Merchandise,Corporate Apparel,Weather-Proof Softshell Jacket,124.08,23,2853.84,15.0,428.08,2425.76,50.03,1150.69,1275.07,52.56,PayPal,Shipped
ORD-2025-04806,2024-09-02,2024,2024-09,2024-Q3,Small Business,Asia Pacific,Australia,Sydney,Electronics,Monitors & Displays,4K UltraWide Monitor 34-inch,655.2,2,1310.4,5.0,65.52,1244.88,368.86,737.72,507.16,40.74,Bank Transfer,Delivered
ORD-2026-01150,2024-09-02,2024,2024-09,2024-Q3,Small Business,Europe,United Kingdom,Manchester,Electronics,Audio & Wearables,Noise-Canceling Wireless Headphones,249.08,10,2490.8,5.0,124.54,2366.26,116.53,1165.3,1200.96,50.75,Direct Invoice,Cancelled
ORD-2024-03243,2024-09-03,2024,2024-09,2024-Q3,Small Business,Europe,Germany,Munich,Apparel & Merchandise,Corporate Apparel,Branded Tech Backpack,71.64,7,501.48,0.0,0.0,501.48,25.91,181.37,320.11,63.83,Direct Invoice,Cancelled
ORD-2026-00982,2024-09-03,2024,2024-09,2024-Q3,Small Business,North America,Canada,Montreal,Office Supplies,Paper & Printing,Premium Copy Paper A4 Box,40.87,3,122.61,5.0,6.13,116.48,14.82,44.46,72.02,61.83,Credit Card,Delivered
ORD-2025-03094,2024-09-03,2024,2024-09,2024-Q3,Small Business,Asia Pacific,India,Bangalore,Office Supplies,Paper & Printing,Premium Copy Paper A4 Box,41.15,2,82.3,0.0,0.0,82.3,13.5,27.0,55.3,67.19,Direct Invoice,Delivered
ORD-2025-02787,2024-09-03,2024,2024-09,2024-Q3,Small Business,North America,United States,New York,Office Supplies,Desk Accessories,LED Desk Lamp with Wireless Charging,61.33,4,245.32,12.0,29.44,215.88,24.54,98.16,117.72,54.53,PayPal,Shipped
ORD-2024-03493,2024-09-03,2024,2024-09,2024-Q3,Corporate,Middle East & Africa,South Africa,Johannesburg,Apparel & Merchandise,Corporate Apparel,Weather-Proof Softshell Jacket,117.0,4,468.0,0.0,0.0,468.0,47.91,191.64,276.36,59.05,Direct Invoice,Delivered
ORD-2024-02158,2024-09-03,2024,2024-09,2024-Q3,Corporate,Latin America,Brazil,São Paulo,Electronics,Laptops & Computers,ProBook Workstation 16-inch,1859.11,21,39041.31,15.0,5856.2,33185.11,1061.17,22284.57,10900.54,32.85,Direct Invoice,Delivered
ORD-2025-00196,2024-09-05,2024,2024-09,2024-Q3,Small Business,Asia Pacific,Australia,Melbourne,Apparel & Merchandise,Corporate Apparel,Branded Tech Backpack,74.35,5,371.75,0.0,0.0,371.75,26.66,133.3,238.45,64.14,Direct Invoice,Delivered
ORD-2024-00558,2024-09-05,2024,2024-09,2024-Q3,Corporate,Asia Pacific,Japan,Osaka,Software & Cloud Services,SaaS Licenses,Cloud Backup & Storage Enterprise,303.3,22,6672.6,5.0,333.63,6338.97,50.61,1113.42,5225.55,82.44,Credit Card,Delivered
ORD-2024-04764,2024-09-05,2024,2024-09,2024-Q3,Consumer,North America,United States,New York,Office Supplies,Paper & Printing,High-Yield Laser Toner Cartridge,122.11,2,244.22,5.0,12.21,232.01,35.68,71.36,160.65,69.24,Bank Transfer,Delivered
ORD-2025-02247,2024-09-05,2024,2024-09,2024-Q3,Small Business,Middle East & Africa,UAE,Dubai,Office Supplies,Paper & Printing,High-Yield Laser Toner Cartridge,119.07,2,238.14,5.0,11.91,226.23,36.23,72.46,153.77,67.97,PayPal,Processing
ORD-2025-03106,2024-09-06,2024,2024-09,2024-Q3,Consumer,Europe,United Kingdom,Manchester,Office Supplies,Storage & Filing,Heavy-Duty Filing Cabinet 3-Drawer,199.04,2,398.08,0.0,0.0,398.08,93.97,187.94,210.14,52.79,Bank Transfer,Cancelled
ORD-2025-02694,2024-09-06,2024,2024-09,2024-Q3,Consumer,North America,Canada,Toronto,Software & Cloud Services,SaaS Licenses,CyberSecurity Shield Pro Annual,935.98,3,2807.94,5.0,140.4,2667.54,205.15,615.45,2052.09,76.93,Credit Card,Cancelled
ORD-2024-04088,2024-09-06,2024,2024-09,2024-Q3,Consumer,North America,Canada,Montreal,Office Supplies,Storage & Filing,Heavy-Duty Filing Cabinet 3-Drawer,205.26,2,410.52,0.0,0.0,410.52,100.61,201.22,209.3,50.98,Direct Invoice,Delivered
ORD-2026-03709,2024-09-07,2024,2024-09,2024-Q3,Consumer,Europe,United Kingdom,London,Apparel & Merchandise,Corporate Apparel,Weather-Proof Softshell Jacket,116.1,2,232.2,0.0,0.0,232.2,46.95,93.9,138.3,59.56,PayPal,Cancelled
ORD-2025-01714,2024-09-07,2024,2024-09,2024-Q3,Corporate,Asia Pacific,Australia,Sydney,Apparel & Merchandise,Corporate Apparel,Weather-Proof Softshell Jacket,114.55,7,801.85,0.0,0.0,801.85,43.27,302.89,498.96,62.23,PayPal,Processing
ORD-2024-00462,2024-09-07,2024,2024-09,2024-Q3,Corporate,Middle East & Africa,South Africa,Johannesburg,Office Supplies,Storage & Filing,Heavy-Duty Filing Cabinet 3-Drawer,195.58,19,3716.02,5.0,185.8,3530.22,99.66,1893.54,1636.68,46.36,Direct Invoice,Shipped
ORD-2026-01019,2024-09-07,2024,2024-09,2024-Q3,Small Business,Latin America,Brazil,Rio de Janeiro,Office Supplies,Storage & Filing,Portable External SSD 2TB,157.14,5,785.7,10.0,78.57,707.13,85.9,429.5,277.63,39.26,PayPal,Shipped
ORD-2025-02464,2024-09-07,2024,2024-09,2024-Q3,Small Business,Asia Pacific,Australia,Sydney,Furniture,Chairs & Seating,ErgoExecutive Mesh Chair,457.18,10,4571.8,0.0,0.0,4571.8,223.13,2231.3,2340.5,51.19,Direct Invoice,Processing
ORD-2026-01901,2024-09-07,2024,2024-09,2024-Q3,Consumer,Middle East & Africa,UAE,Dubai,Furniture,Chairs & Seating,Task Mesh Office Chair,200.06,2,400.12,0.0,0.0,400.12,97.1,194.2,205.92,51.46,Credit Card,Processing
ORD-2025-02269,2024-09-07,2024,2024-09,2024-Q3,Small Business,Latin America,Brazil,São Paulo,Furniture,Desks & Tables,Modular Conference Table 8-Person,1252.94,4,5011.76,5.0,250.59,4761.17,752.86,3011.44,1749.73,36.75,Direct Invoice,Delivered
ORD-2024-02450,2024-09-08,2024,2024-09,2024-Q3,Corporate,Middle East & Africa,South Africa,Cape Town,Software & Cloud Services,SaaS Licenses,CyberSecurity Shield Pro Annual,886.07,7,6202.49,5.0,310.12,5892.37,202.7,1418.9,4473.47,75.92,Bank Transfer,Processing
ORD-2026-00782,2024-09-08,2024,2024-09,2024-Q3,Consumer,Middle East & Africa,UAE,Dubai,Software & Cloud Services,SaaS Licenses,Enterprise ERP Annual License,3573.76,2,7147.52,5.0,357.38,6790.14,669.35,1338.7,5451.44,80.28,Credit Card,Delivered
ORD-2026-02619,2024-09-08,2024,2024-09,2024-Q3,Corporate,Asia Pacific,Singapore,Singapore,Software & Cloud Services,SaaS Licenses,CyberSecurity Shield Pro Annual,941.46,4,3765.84,5.0,188.29,3577.55,196.86,787.44,2790.11,77.99,Credit Card,Cancelled
ORD-2024-04897,2024-09-08,2024,2024-09,2024-Q3,Consumer,North America,Canada,Montreal,Electronics,Audio & Wearables,Noise-Canceling Wireless Headphones,237.33,3,711.99,0.0,0.0,711.99,105.89,317.67,394.32,55.38,Bank Transfer,Processing
ORD-2024-01514,2024-09-08,2024,2024-09,2024-Q3,Corporate,North America,United States,Chicago,Electronics,Audio & Wearables,Acoustic Studio Earbuds,143.04,12,1716.48,5.0,85.82,1630.66,55.64,667.68,962.98,59.05,Bank Transfer,Shipped
ORD-2024-03888,2024-09-08,2024,2024-09,2024-Q3,Corporate,Europe,France,Lyon,Furniture,Desks & Tables,Compact Home Office Writing Desk,219.87,14,3078.18,5.0,153.91,2924.27,102.92,1440.88,1483.39,50.73,Bank Transfer,Delivered
ORD-2025-03387,2024-09-09,2024,2024-09,2024-Q3,Corporate,Middle East & Africa,UAE,Abu Dhabi,Apparel & Merchandise,Corporate Apparel,Embroidered Polo Shirt Pack,85.89,12,1030.68,10.0,103.07,927.61,30.89,370.68,556.93,60.04,Direct Invoice,Shipped
ORD-2025-02499,2024-09-09,2024,2024-09,2024-Q3,Corporate,North America,Canada,Vancouver,Electronics,Monitors & Displays,4K UltraWide Monitor 34-inch,631.76,13,8212.88,5.0,410.64,7802.24,339.99,4419.87,3382.37,43.35,Bank Transfer,Processing
ORD-2026-02330,2024-09-09,2024,2024-09,2024-Q3,Small Business,Middle East & Africa,UAE,Abu Dhabi,Software & Cloud Services,SaaS Licenses,Enterprise ERP Annual License,3553.75,9,31983.75,5.0,1599.19,30384.56,743.0,6687.0,23697.56,77.99,Direct Invoice,Delivered
ORD-2026-00667,2024-09-10,2024,2024-09,2024-Q3,Corporate,Middle East & Africa,UAE,Abu Dhabi,Software & Cloud Services,SaaS Licenses,Enterprise ERP Annual License,3642.05,3,10926.15,10.0,1092.62,9833.53,734.19,2202.57,7630.96,77.6,Direct Invoice,Delivered
ORD-2024-00797,2024-09-10,2024,2024-09,2024-Q3,Consumer,North America,United States,Houston,Electronics,Audio & Wearables,Acoustic Studio Earbuds,154.6,3,463.8,5.0,23.19,440.61,58.24,174.72,265.89,60.35,Direct Invoice,Delivered
ORD-2026-00013,2024-09-10,2024,2024-09,2024-Q3,Small Business,Asia Pacific,Singapore,Singapore,Furniture,Desks & Tables,Electric Dual-Motor Standing Desk,570.57,1,570.57,0.0,0.0,570.57,284.72,284.72,285.85,50.1,PayPal,Processing
ORD-2025-00545,2024-09-10,2024,2024-09,2024-Q3,Consumer,Latin America,Brazil,São Paulo,Office Supplies,Storage & Filing,Portable External SSD 2TB,161.24,2,322.48,0.0,0.0,322.48,83.78,167.56,154.92,48.04,Credit Card,Delivered
ORD-2025-02443,2024-09-10,2024,2024-09,2024-Q3,Corporate,Europe,United Kingdom,Manchester,Apparel & Merchandise,Corporate Apparel,Branded Tech Backpack,77.47,7,542.29,15.0,81.34,460.95,29.54,206.78,254.17,55.14,Credit Card,Delivered
ORD-2025-02234,2024-09-11,2024,2024-09,2024-Q3,Small Business,Europe,France,Lyon,Office Supplies,Paper & Printing,Premium Copy Paper A4 Box,40.77,10,407.7,0.0,0.0,407.7,13.37,133.7,274.0,67.21,Bank Transfer,Delivered
ORD-2025-03787,2024-09-11,2024,2024-09,2024-Q3,Small Business,Middle East & Africa,UAE,Dubai,Electronics,Audio & Wearables,Acoustic Studio Earbuds,148.57,8,1188.56,5.0,59.43,1129.13,59.63,477.04,652.09,57.75,Direct Invoice,Cancelled
ORD-2026-04750,2024-09-11,2024,2024-09,2024-Q3,Consumer,Latin America,Brazil,São Paulo,Furniture,Chairs & Seating,Task Mesh Office Chair,208.54,3,625.62,0.0,0.0,625.62,98.58,295.74,329.88,52.73,Bank Transfer,Delivered
ORD-2026-02876,2024-09-12,2024,2024-09,2024-Q3,Small Business,Latin America,Mexico,Mexico City,Apparel & Merchandise,Corporate Apparel,Weather-Proof Softshell Jacket,121.9,3,365.7,0.0,0.0,365.7,47.31,141.93,223.77,61.19,PayPal,Delivered
ORD-2024-03288,2024-09-12,2024,2024-09,2024-Q3,Small Business,Asia Pacific,Japan,Tokyo,Office Supplies,Paper & Printing,High-Yield Laser Toner Cartridge,121.08,7,847.56,10.0,84.76,762.8,35.98,251.86,510.94,66.98,Bank Transfer,Delivered
ORD-2026-03569,2024-09-12,2024,2024-09,2024-Q3,Consumer,Latin America,Brazil,São Paulo,Furniture,Desks & Tables,Electric Dual-Motor Standing Desk,606.56,3,1819.68,0.0,0.0,1819.68,315.91,947.73,871.95,47.92,PayPal,Delivered
ORD-2024-03371,2024-09-12,2024,2024-09,2024-Q3,Corporate,Europe,United Kingdom,Manchester,Office Supplies,Desk Accessories,Dual Monitor Arm Stand,82.63,24,1983.12,10.0,198.31,1784.81,30.1,722.4,1062.41,59.53,Bank Transfer,Delivered
ORD-2026-01309,2024-09-12,2024,2024-09,2024-Q3,Corporate,Middle East & Africa,UAE,Dubai,Office Supplies,Storage & Filing,Heavy-Duty Filing Cabinet 3-Drawer,199.5,10,1995.0,5.0,99.75,1895.25,97.57,975.7,919.55,48.52,Credit Card,Cancelled
ORD-2025-02881,2024-09-12,2024,2024-09,2024-Q3,Corporate,Middle East & Africa,UAE,Abu Dhabi,Electronics,Laptops & Computers,SlimBook Air 13-inch,1089.87,13,14168.31,5.0,708.42,13459.89,617.18,8023.34,5436.55,40.39,Credit Card,Cancelled
ORD-2024-03506,2024-09-13,2024,2024-09,2024-Q3,Small Business,Latin America,Mexico,Mexico City,Electronics,Laptops & Computers,Gaming Titan Desktop PC,2555.25,4,10221.0,10.0,1022.1,9198.9,1512.36,6049.44,3149.46,34.24,PayPal,Cancelled
ORD-2026-02690,2024-09-13,2024,2024-09,2024-Q3,Consumer,Middle East & Africa,UAE,Abu Dhabi,Office Supplies,Paper & Printing,Premium Copy Paper A4 Box,41.93,2,83.86,0.0,0.0,83.86,15.32,30.64,53.22,63.46,Credit Card,Cancelled
ORD-2026-02116,2024-09-13,2024,2024-09,2024-Q3,Consumer,North America,United States,Seattle,Software & Cloud Services,SaaS Licenses,Enterprise ERP Annual License,3579.14,2,7158.28,0.0,0.0,7158.28,713.88,1427.76,5730.52,80.05,Bank Transfer,Delivered
ORD-2025-02156,2024-09-13,2024,2024-09,2024-Q3,Corporate,Asia Pacific,Japan,Osaka,Software & Cloud Services,SaaS Licenses,Enterprise ERP Annual License,3524.87,17,59922.79,5.0,2996.14,56926.65,715.78,12168.26,44758.39,78.62,Bank Transfer,Delivered
ORD-2024-02863,2024-09-13,2024,2024-09,2024-Q3,Small Business,Latin America,Mexico,Mexico City,Software & Cloud Services,SaaS Licenses,Business Analytics Suite (Per User),505.19,8,4041.52,5.0,202.08,3839.44,78.69,629.52,3209.92,83.6,Direct Invoice,Shipped
ORD-2024-00945,2024-09-14,2024,2024-09,2024-Q3,Consumer,Middle East & Africa,UAE,Dubai,Electronics,Monitors & Displays,Curved Gaming Monitor 27-inch,391.08,3,1173.24,0.0,0.0,1173.24,207.14,621.42,551.82,47.03,Bank Transfer,Delivered
ORD-2026-00372,2024-09-14,2024,2024-09,2024-Q3,Small Business,Europe,Germany,Munich,Furniture,Chairs & Seating,ErgoExecutive Mesh Chair,441.47,1,441.47,5.0,22.07,419.4,234.21,234.21,185.19,44.16,Bank Transfer,Delivered
ORD-2024-02753,2024-09-15,2024,2024-09,2024-Q3,Small Business,Latin America,Mexico,Guadalajara,Furniture,Chairs & Seating,ErgoExecutive Mesh Chair,457.01,4,1828.04,0.0,0.0,1828.04,248.1,992.4,835.64,45.71,PayPal,Processing
ORD-2024-01375,2024-09-15,2024,2024-09,2024-Q3,Corporate,Middle East & Africa,UAE,Abu Dhabi,Software & Cloud Services,SaaS Licenses,Enterprise ERP Annual License,3432.44,4,13729.76,20.0,2745.95,10983.81,642.09,2568.36,8415.45,76.62,Direct Invoice,Delivered
ORD-2024-01122,2024-09-15,2024,2024-09,2024-Q3,Consumer,North America,Canada,Montreal,Apparel & Merchandise,Corporate Apparel,Weather-Proof Softshell Jacket,119.02,1,119.02,8.0,9.52,109.5,49.95,49.95,59.55,54.38,Credit Card,Processing
ORD-2024-01361,2024-09-15,2024,2024-09,2024-Q3,Corporate,Asia Pacific,Australia,Sydney,Software & Cloud Services,SaaS Licenses,Cloud Backup & Storage Enterprise,284.66,14,3985.24,10.0,398.52,3586.72,50.5,707.0,2879.72,80.29,Credit Card,Shipped
ORD-2024-04715,2024-09-16,2024,2024-09,2024-Q3,Consumer,Latin America,Brazil,Rio de Janeiro,Office Supplies,Desk Accessories,LED Desk Lamp with Wireless Charging,56.7,3,170.1,8.0,13.61,156.49,22.8,68.4,88.09,56.29,Direct Invoice,Cancelled
ORD-2025-03657,2024-09-16,2024,2024-09,2024-Q3,Consumer,Latin America,Mexico,Mexico City,Furniture,Desks & Tables,Electric Dual-Motor Standing Desk,628.09,4,2512.36,0.0,0.0,2512.36,316.83,1267.32,1245.04,49.56,Direct Invoice,Shipped
ORD-2024-02014,2024-09-16,2024,2024-09,2024-Q3,Small Business,Asia Pacific,Australia,Sydney,Software & Cloud Services,SaaS Licenses,Cloud Backup & Storage Enterprise,299.82,9,2698.38,5.0,134.92,2563.46,50.26,452.34,2111.12,82.35,Credit Card,Delivered
ORD-2026-02211,2024-09-16,2024,2024-09,2024-Q3,Small Business,Asia Pacific,India,Mumbai,Electronics,Monitors & Displays,Curved Gaming Monitor 27-inch,407.73,6,2446.38,0.0,0.0,2446.38,210.86,1265.16,1181.22,48.28,PayPal,Delivered
ORD-2025-03098,2024-09-16,2024,2024-09,2024-Q3,Consumer,Asia Pacific,Singapore,Singapore,Apparel & Merchandise,Corporate Apparel,Embroidered Polo Shirt Pack,86.43,1,86.43,0.0,0.0,86.43,28.65,28.65,57.78,66.85,PayPal,Delivered
ORD-2025-02200,2024-09-16,2024,2024-09,2024-Q3,Small Business,Asia Pacific,India,Mumbai,Furniture,Desks & Tables,Compact Home Office Writing Desk,238.43,3,715.29,5.0,35.76,679.53,116.69,350.07,329.46,48.48,Credit Card,Delivered
ORD-2024-03863,2024-09-16,2024,2024-09,2024-Q3,Consumer,Middle East & Africa,South Africa,Cape Town,Software & Cloud Services,SaaS Licenses,Enterprise ERP Annual License,3454.93,3,10364.79,0.0,0.0,10364.79,691.01,2073.03,8291.76,80.0,Credit Card,Delivered
ORD-2024-03834,2024-09-16,2024,2024-09,2024-Q3,Small Business,Latin America,Brazil,São Paulo,Office Supplies,Paper & Printing,High-Yield Laser Toner Cartridge,122.83,4,491.32,10.0,49.13,442.19,37.32,149.28,292.91,66.24,Bank Transfer,Delivered
ORD-2026-03264,2024-09-16,2024,2024-09,2024-Q3,Consumer,Middle East & Africa,South Africa,Cape Town,Software & Cloud Services,SaaS Licenses,Cloud Backup & Storage Enterprise,297.96,1,297.96,5.0,14.9,283.06,52.71,52.71,230.35,81.38,Direct Invoice,Delivered
ORD-2026-01115,2024-09-17,2024,2024-09,2024-Q3,Consumer,North America,United States,New York,Furniture,Chairs & Seating,Task Mesh Office Chair,206.91,3,620.73,0.0,0.0,620.73,107.04,321.12,299.61,48.27,Bank Transfer,Shipped
ORD-2026-01747,2024-09-17,2024,2024-09,2024-Q3,Corporate,North America,Canada,Toronto,Furniture,Desks & Tables,Electric Dual-Motor Standing Desk,595.14,22,13093.08,5.0,654.65,12438.43,326.91,7192.02,5246.41,42.18,Bank Transfer,Delivered
ORD-2024-02231,2024-09-17,2024,2024-09,2024-Q3,Small Business,Europe,United Kingdom,Manchester,Electronics,Smartphones,Apex Pro Smartphone 256GB,895.16,6,5370.96,0.0,0.0,5370.96,565.94,3395.64,1975.32,36.78,PayPal,Delivered
ORD-2025-02187,2024-09-18,2024,2024-09,2024-Q3,Corporate,Europe,United Kingdom,London,Software & Cloud Services,SaaS Licenses,Business Analytics Suite (Per User),487.45,15,7311.75,5.0,365.59,6946.16,70.87,1063.05,5883.11,84.7,Credit Card,Shipped
ORD-2025-01927,2024-09-18,2024,2024-09,2024-Q3,Small Business,Asia Pacific,Japan,Tokyo,Apparel & Merchandise,Corporate Apparel,Branded Tech Backpack,71.57,9,644.13,5.0,32.21,611.92,26.49,238.41,373.51,61.04,Credit Card,Delivered
ORD-2025-03771,2024-09-18,2024,2024-09,2024-Q3,Consumer,Middle East & Africa,UAE,Abu Dhabi,Software & Cloud Services,SaaS Licenses,Business Analytics Suite (Per User),491.49,4,1965.96,8.0,157.28,1808.68,73.22,292.88,1515.8,83.81,Bank Transfer,Delivered
ORD-2025-03184,2024-09-19,2024,2024-09,2024-Q3,Corporate,Asia Pacific,India,Mumbai,Furniture,Desks & Tables,Electric Dual-Motor Standing Desk,598.66,9,5387.94,0.0,0.0,5387.94,305.5,2749.5,2638.44,48.97,Credit Card,Cancelled
ORD-2025-00417,2024-09-20,2024,2024-09,2024-Q3,Corporate,Latin America,Mexico,Mexico City,Software & Cloud Services,SaaS Licenses,Business Analytics Suite (Per User),485.01,15,7275.15,20.0,1455.03,5820.12,72.76,1091.4,4728.72,81.25,PayPal,Cancelled
ORD-2024-02879,2024-09-20,2024,2024-09,2024-Q3,Consumer,Europe,Germany,Munich,Furniture,Desks & Tables,Compact Home Office Writing Desk,218.89,4,875.56,5.0,43.78,831.78,106.58,426.32,405.46,48.75,Direct Invoice,Delivered
ORD-2026-02378,2024-09-20,2024,2024-09,2024-Q3,Small Business,Asia Pacific,Australia,Melbourne,Electronics,Monitors & Displays,Curved Gaming Monitor 27-inch,386.53,10,3865.3,0.0,0.0,3865.3,207.66,2076.6,1788.7,46.28,Credit Card,Delivered
ORD-2024-04410,2024-09-20,2024,2024-09,2024-Q3,Consumer,Europe,Germany,Frankfurt,Software & Cloud Services,SaaS Licenses,CyberSecurity Shield Pro Annual,930.54,4,3722.16,8.0,297.77,3424.39,191.42,765.68,2658.71,77.64,Credit Card,Delivered
ORD-2025-04837,2024-09-20,2024,2024-09,2024-Q3,Small Business,Asia Pacific,Singapore,Singapore,Furniture,Chairs & Seating,Luxury Leather Executive Recliner,665.86,7,4661.02,5.0,233.05,4427.97,372.01,2604.07,1823.9,41.19,Credit Card,Shipped
ORD-2025-01789,2024-09-20,2024,2024-09,2024-Q3,Small Business,Middle East & Africa,South Africa,Cape Town,Furniture,Chairs & Seating,Luxury Leather Executive Recliner,717.09,5,3585.45,0.0,0.0,3585.45,399.11,1995.55,1589.9,44.34,Direct Invoice,Shipped
ORD-2024-04894,2024-09-20,2024,2024-09,2024-Q3,Corporate,Asia Pacific,Australia,Melbourne,Furniture,Desks & Tables,Compact Home Office Writing Desk,232.29,15,3484.35,0.0,0.0,3484.35,109.21,1638.15,1846.2,52.99,Direct Invoice,Processing
